model,oos_r2_test,cagr,ann_ret,ann_vol,sharpe,sortino,max_drawdown,calmar,hit_rate,n_months,hidden_dim,epochs,lr,rolling_window,ridge_penalty
ptk_sdf,-0.900179,-0.08045978745091431,-0.07489110034615226,0.13011085726986754,-0.57559455004449,-0.6387964526582428,-0.44277895455968125,-0.1817154736519197,0.4225352112676056,71,64,20,0.001,24,0.0001
